action,sku,name,ean,originalSku,originalBrand,error
KEEP_NO_EAN,0126-7746,KIMONO STANDARD INF. BRANCO - BRANCO - M0,,,,
KEEP_NO_EAN,0126-7782,KIMONO CLASSIC - AZUL - A2,,,,
KEEP_NO_EAN,0126-7766,KIMONO INF. U.L SUNSET - PRETO - M2,,,,
KEEP_NO_EAN,0126-7770,KIMONO U.L SUNSET - BRANCO - A3,,,,
KEEP_NO_EAN,0126-7771,KIMONO U.L SUNSET - BRANCO - A4,,,,
KEEP_NO_EAN,0126-7791,KIMONO MUNDIAL 10 - AZUL - A4,,,,
KEEP_NO_EAN,0126-7779,KIMONO CLASSIC - BRANCO - A3,,,,
KEEP_NO_EAN,0126-7750,KIMONO STANDARD INF. BRANCO - BRANCO - M4,,,,
KEEP_NO_EAN,0126-7762,KIMONO INF. U.L SUNSET - BRANCO - M1,,,,
KEEP_NO_EAN,0126-7776,KIMONO U.L SUNSET - PRETO - A4,,,,
KEEP_NO_EAN,0126-7790,KIMONO MUNDIAL 10 - BRANCO - A3,,,,
WOULD_DELETE,0126-7909167751226,TENIS CAJUBRASIL MOVE / PRETO/OFF WHITE /,7909167751226,0157-7909167751226,Caju Brasil,
WOULD_DELETE,0126-7909167797422,BLUSA UV COM PROTECAO SOLAR / MARROM CASTANHO /,7909167797422,0157-7909167797415,Caju Brasil,
WOULD_DELETE,0126-7909167794438,TOP MX COM ALCAS FINAS / CORAL PITAYA /,7909167794438,0157-7909167794438,Caju Brasil,
WOULD_DELETE,0126-7909167797507,TOP ESSENCIAL ALCAS CRUZADAS / OFF WHITE /,7909167797507,0157-7909167797507,Caju Brasil,
KEEP_NO_EAN,0126-7909167764158,NECESSARIE CAJUBRASIL / BEGE CHOCOLATE / U,,,,
KEEP_NO_EAN,0126-7909167751752,CHINELO SLIDE TEXTURIZADO / OFF WHITE / 39-40,,,,
WOULD_DELETE,0126-7909167797552,TOP ESSENCIAL ALCAS CRUZADAS / AZUL FLY /,7909167797552,0157-7909167797545,Caju Brasil,
WOULD_DELETE,0126-7909167797781,SHORT ESSENCIAL / AZUL FLY /,7909167797781,0157-7909167797781,Caju Brasil,
WOULD_DELETE,0126-7909167797156,TOP CROPPED COM TULE / MARROM CASTANHO /,7909167797156,0157-7909167797156,Caju Brasil,
WOULD_DELETE,0126-7909167708831,LUVA CAJUBRASIL / PRETO /,7909167708831,0157-7909167708831,Caju Brasil,
WOULD_DELETE,0126-7909167795534,TOP ATLETIKA COM SILK / MARROM CAPUCCINO /,7909167795534,0157-7909167795534,Caju Brasil,
WOULD_DELETE,0126-7909167794353,LEGGING PRO COM ELASTICO NO COS E BOLSO / OFF WHITE /,7909167794353,0157-7909167794353,Caju Brasil,
WOULD_DELETE,0126-7909167795671,LEGGING ATLETIKA COM BOLSO / PRETO /,7909167795671,0157-7909167795671,Caju Brasil,
WOULD_DELETE,0126-7909167794490,LEGGING MX COM SILK / CORAL PITAYA /,7909167794490,0157-7909167794483,Caju Brasil,
KEEP_NO_EAN,0126-7909167783067,TOALHA CAJUBRASIL- KIT COM 2 / MULTICORES/01 / U,,,,
WOULD_DELETE,0126-7909167796234,SHORT PRO COM BOLSO DE TULE / OFF WHITE /,7909167796234,0157-7909167796227,Caju Brasil,
KEEP_NO_EAN,0126-7909167716867,MEIA MICROFIBRA - KIT COM 3 - 34 AO 39 / MULTICORES/01 / U,,,,
WOULD_DELETE,0126-7909167797934,LEGGING DUAL COM COS AFINA CINTURA / BRANCO /,7909167797934,0157-7909167797927,Caju Brasil,
KEEP_NO_EAN,0126-7909167710056,ESSENCIA CAJUBRASIL / MULTICORES/01 / U,,,,
WOULD_DELETE,0126-7909167789724,TENIS CAJUBRASIL MOVE / BEGE CHOCOLATE /,7909167789724,0157-7909167789717,Caju Brasil,
KEEP_NO_EAN,0126-7909167753350,BONE CASUAL CAJUBRASIL / OFF WHITE / U,,,,
WOULD_DELETE,0126-7909167793134,TOP PRO ESSENCIAL / ROSA QUARTZO /,7909167793134,0157-7909167793127,Caju Brasil,
WOULD_DELETE,0126-7909167794339,TOP PRO ALCAS DUPLAS / PRETO /,7909167794339,0157-7909167794339,Caju Brasil,
WOULD_DELETE,0126-7909167766299,BERMUDA ATLETIKA BOLSO DUPLO PARA CORRIDA / PRETO /,7909167766299,0157-7909167766282,Caju Brasil,
KEEP_NO_EAN,0126-7909167754371,MEIA CANO MEDIO CAJUBRASIL - KIT COM 3 - 34 AO 39 / MULTICORES/01 / U,,,,
KEEP_NO_EAN,0126-7909167763991,BOLSA TERMICA CAJUBRASIL / PRETO / U,,,,
WOULD_DELETE,0126-7909167796296,TOP CROPPED NAKAY BARRA ASSIMETRICA / OFF WHITE /,7909167796296,0157-7909167796296,Caju Brasil,
KEEP_NO_EAN,0126-7909167782787,GARRAFA TERMICA COM INFUSOR DE BEBIDAS / VERMELHO DIVINO / U,,,,
WOULD_DELETE,0126-7909167795909,BLUSA DE TULE / MARROM PAPRICA /,7909167795909,0157-7909167795893,Caju Brasil,
WOULD_DELETE,0126-7909167793912,SHORT SAIA BLOCKSUN DRY COS INVISIVEL / PRETO /,7909167793912,0157-7909167793912,Caju Brasil,
WOULD_DELETE,0126-7909167793738,LEGGING PRO COS INVISIVEL / ROSA QUARTZO /,7909167793738,0157-7909167793738,Caju Brasil,
WOULD_DELETE,0126-7909167793509,LEGGING PRO MONTARIA / MARROM PAPRICA /,7909167793509,0157-7909167793493,Caju Brasil,
WOULD_DELETE,0126-7909167795473,LEGGING ADAPTIV COM BOLSO / ROSA LOLA /,7909167795473,0157-7909167795473,Caju Brasil,
WOULD_DELETE,0126-7909167795954,BLUSA DE TULE / PRETO /,7909167795954,0157-7909167795954,Caju Brasil,
WOULD_DELETE,0126-7909167765964,TENIS CAJUBRASIL MOVE / OFF WHITE/VERDE ALECRIM /,7909167765964,0157-7909167765964,Caju Brasil,
KEEP_NO_EAN,0126-7909167783050,MEIA CANO MEDIO - KIT COM 2 - TAM 34 AO 39 / MULTICORES/01 / U,,,,
WOULD_DELETE,0126-7909167795442,TOP CROPPED ADAPTIV / VERDE FOLIAGE /,7909167795442,0157-7909167795442,Caju Brasil,
WOULD_DELETE,0126-7909167763960,TENIS PLUMA CAJUBRASIL / BRANCO /,7909167763960,0157-7909167763663,Caju Brasil,
WOULD_DELETE,0126-7909167795862,CROPPED DE TULE / PRETO /,7909167795862,0157-7909167795862,Caju Brasil,
WOULD_DELETE,0126-7909167796166,LEGGING PRO EMPINA BUMBUM COM TELA / OFF WHITE /,7909167796166,0157-7909167796166,Caju Brasil,
WOULD_DELETE,0126-7909167796371,LEGGING NAKAY AFINA CINTURA COM BOLSO / OFF WHITE /,7909167796371,0157-7909167796371,Caju Brasil,
WOULD_DELETE,0126-7909167793325,LEGGING NZ COM COMPRESSAO / AZUL BLUE JEANS /,7909167793325,0157-7909167793301,Caju Brasil,
KEEP_NO_EAN,0126-7909167754296,VISEIRA COM REGULAGEM CAJUBRASIL / PRETO / U,,,,
WOULD_DELETE,0126-7909167796685,LEGGING MX COM BOLSO E TEXTURA / AZUL FLY /,7909167796685,0157-7909167796678,Caju Brasil,
KEEP_NO_EAN,0126-7909167754333,VISEIRA COM REGULAGEM CAJUBRASIL / BEGE CHOCOLATE / U,,,,
WOULD_DELETE,0126-7909167795831,CROPPED DE TULE / AZUL BLUE JEANS /,7909167795831,0157-7909167795831,Caju Brasil,
WOULD_DELETE,0126-7909167794919,LEGGING ADAPTIV / VERDE FOLIAGE /,7909167794919,0157-7909167794902,Caju Brasil,
KEEP_NO_EAN,0126-7909167783043,MEIA CANO CURTO DE ALGODAO - KIT COM 3 - 34 AO 39 / MULTICORES/01 / U,,,,
WOULD_DELETE,0126-7909167796104,TOP PRO COSTAS DE TELA / OFF WHITE /,7909167796104,0157-7909167796104,Caju Brasil,
WOULD_DELETE,0126-7909167796272,SHORT PRO COM BOLSO DE TULE / PRETO /,7909167796272,0157-7909167796265,Caju Brasil,
WOULD_DELETE,0126-7909167793677,TOP PRO COSTAS REPIRAVEIS / ROSA QUARTZO /,7909167793677,0157-7909167793677,Caju Brasil,
WOULD_DELETE,0126-7909167794858,TOP ADAPTIV / VERDE FOLIAGE /,7909167794858,0157-7909167794841,Caju Brasil,
KEEP_NO_EAN,0126-7909167737893,BOLSA TIRACOLO ESPORTE / PRETO / U,,,,
KEEP_UNIQUE_EAN,0126-7909167797743,SHORT ESSENCIAL / OFF WHITE /,7909167797743,,,
KEEP_NO_EAN,0126-7909167737855,GARRAFA TERMICA COM INFUSOR DE BEBIDAS / OFF WHITE / U,,,,
WOULD_DELETE,0126-7909167795930,BLUSA DE TULE / AZUL BLUE JEANS /,7909167795930,0157-7909167795923,Caju Brasil,
WOULD_DELETE,0126-7909167794278,BLUSA BLOCKSUN DRY COM ELASTICO / PRETO /,7909167794278,0157-7909167794278,Caju Brasil,
WOULD_DELETE,0126-7909167797057,LEGGING MX ESPORTIVA / CORAL PITAYA /,7909167797057,0157-7909167797057,Caju Brasil,
WOULD_DELETE,0126-7909167794308,TOP PRO ALCAS DUPLAS / OFF WHITE /,7909167794308,0157-7909167794292,Caju Brasil,
WOULD_DELETE,0126-7909167794179,LEGGING COM ELASTICO PERSONALIZADO / MARROM CASTANHO /,7909167794179,0157-7909167794179,Caju Brasil,
KEEP_NO_EAN,0126-7909167753367,BONE CASUAL CAJUBRASIL / MARROM CONHAQUE / U,,,,
WOULD_DELETE,0126-7909167793431,TOP CROPPED PRO COM ALCA / MARROM PAPRICA /,7909167793431,0157-7909167793431,Caju Brasil,
WOULD_DELETE,0126-7909167794155,TOP OMBRO SO COM ELASTICO / PRETO /,7909167794155,0157-7909167794155,Caju Brasil,
KEEP_NO_EAN,0126-7909167753374,BONE CASUAL CAJUBRASIL / PRETO / U,,,,
KEEP_NO_EAN,0126-7909167763984,BOLSA TIRACOLO ESPORTE / BEGE CHOCOLATE / U,,,,
WOULD_DELETE,0126-7909167796333,TOP CROPPED NAKAY BARRA ASSIMETRICA / PRETO /,7909167796333,0157-7909167796333,Caju Brasil,
WOULD_DELETE,0126-7909167795596,TOP ATLETIKA COM SILK / PRETO /,7909167795596,0157-7909167795596,Caju Brasil,
WOULD_DELETE,0126-7909167795800,CROPPED DE TULE / MARROM PAPRICA /,7909167795800,0157-7909167795800,Caju Brasil,
WOULD_DELETE,0126-7909167796999,TOP MX COM DECOTE / CORAL PITAYA /,7909167796999,0157-7909167796999,Caju Brasil,
WOULD_DELETE,0126-7909167796418,LEGGING NAKAY AFINA CINTURA COM BOLSO / PRETO /,7909167796418,0157-7909167796418,Caju Brasil,
WOULD_DELETE,0126-7909167797187,TOP CROPPED COM TULE / PRETO /,7909167797187,0157-7909167797187,Caju Brasil,
WOULD_DELETE,0126-7909167708886,CALEIRA CAJUBRASIL / PRETO /,7909167708886,0157-7909167708879,Caju Brasil,
WOULD_DELETE,0126-7909167793110,LEGGING ATLETIKA COM DETALHE TEXTURA / PRETO /,7909167793110,0157-7909167793103,Caju Brasil,
WOULD_DELETE,0126-7909167787447,BERMUDA ATLETIKA BOLSO DUPLO PARA CORRIDA / MARROM CAPUCCINO /,7909167787447,0157-7909167787447,Caju Brasil,
KEEP_NO_EAN,0126-7909167751738,CHINELO SLIDE TEXTURIZADO / OFF WHITE / 35-36,,,,
WOULD_DELETE,0126-7909167797262,LEGGING COM TULE / PRETO /,7909167797262,0157-7909167797262,Caju Brasil,
WOULD_DELETE,0126-7909167796616,TOP MX DETALHE CANELADO / AZUL FLY /,7909167796616,0157-7909167796616,Caju Brasil,
WOULD_DELETE,0126-7909167796005,TOP BICOLOR / LILAS ALFAZEMA /,7909167796005,0157-7909167795992,Caju Brasil,
WOULD_DELETE,0126-7909167793196,LEGGING PRO ESSENCIAL / ROSA QUARTZO /,7909167793196,0157-7909167793189,Caju Brasil,
KEEP_NO_EAN,0126-7909167754258,VISEIRA COM REGULAGEM CAJUBRASIL / OFF WHITE / U,,,,
WOULD_DELETE,0126-7909167795626,LEGGING ATLETIKA COM BOLSO / MARROM CAPUCCINO /,7909167795626,0157-7909167795626,Caju Brasil,
KEEP_NO_EAN,0126-7909167751745,CHINELO SLIDE TEXTURIZADO / OFF WHITE / 37-38,,,,
WOULD_DELETE,0126-7909167795503,LEGGING ADAPTIV COM BOLSO / VERDE FOLIAGE /,7909167795503,0157-7909167795503,Caju Brasil,
KEEP_NO_EAN,0126-7909943604593,U03FB00288-CHUTEIRA SOCIETY UMBRO ADAMANT MASTER CLASS PRO BU-PRE/CNZ/AZUL-183-TAM:38,,,,
WOULD_DELETE,0126-4099685855636,CAMISETA M C GRAPHICS SNEAKER BOX TEE  PUMA BLACK,4099685855636,2820-4099685855636,A DEFINIR,
KEEP_NO_EAN,0126-4067983346330,CAMISETA M/C GRAPHICS MOUNTAIN TEE WHITE PEQ,,,,
KEEP_NO_EAN,0126-4067983346378,CAMISETA M/C GRAPHICS MOUNTAIN TEE WHITE MED,,,,
WOULD_DELETE,0126-4067983674075,BERMUDA ESS NO 1 LOGO SHORTS 10  MEDIUM GRAY HEATHER,4067983674075,2820-4067983674075,A DEFINIR,
KEEP_NO_EAN,0126-4067983346347,CAMISETA M/C GRAPHICS MOUNTAIN TEE WHITE EGR,,,,
KEEP_NO_EAN,0126-4067983346361,CAMISETA M/C GRAPHICS MOUNTAIN TEE WHITE GRD,,,,
KEEP_NO_EAN,0126-7909711189758,TENIS CLIMBER PRO 3 SEFA227 ADT. NYLON SOLA EVA/BORRACHA EVERLAST VERDE/AMARELO 36 REF SEFA227.227E.36,,,,
KEEP_NO_EAN,0126-7909711185972,TENIS CLIMBER ULTRA SEUA215 ADT. TECIDO SOLA EVA/BORRACHA EVERLAST PRETO/VERMELHO 39 REF SEUA215.215A.39,,,,
KEEP_NO_EAN,0126-7909711189796,TENIS CLIMBER PRO 3 SEFA227 ADT. NYLON SOLA EVA/BORRACHA EVERLAST VERDE/AMARELO 40 REF SEFA227.227E.40,,,,
KEEP_NO_EAN,0126-7909711161716,TENIS SOLO SEFA199 ADT. TECIDO SOLA PVC EVERLAST PRETO/ROXO 40 REF SEFA199.199A.40,,,,
KEEP_NO_EAN,0126-7909711188720,TENIS FORCEKNIT LOW SEFA223 ADT. TECIDO SOLA TR EVERLAST ROSA/BRANCO 38 REF SEFA223.223D.38,,,,
KEEP_NO_EAN,0126-7909711188607,TENIS FORCEKNIT LOW SEUA223 ADT.TECIDO SOLA TR EVERLAST PRETO/BRANCO 42 REF SEUA223.223A.42,,,,
KEEP_NO_EAN,0126-7909711188744,TENIS FORCEKNIT LOW SEFA223 ADT. TECIDO SOLA TR EVERLAST ROSA/BRANCO 40 REF SEFA223.223D.40,,,,
KEEP_NO_EAN,0126-7909711161754,TENIS SOLO SEFA199 ADT. TECIDO SOLA PVC EVERLAST BRANCO/LILAS 38 REF SEFA199.199B.38,,,,
KEEP_NO_EAN,0126-7909711161778,TENIS SOLO SEFA199 ADT. TECIDO SOLA PVC EVERLAST BRANCO/LILAS 40 REF SEFA199.199B.40,,,,
KEEP_NO_EAN,0126-7909711161723,TENIS SOLO SEFA199 ADT. TECIDO SOLA PVC EVERLAST BRANCO/LILAS 35 REF SEFA199.199B.35,,,,
KEEP_NO_EAN,0126-7909711160184,TENIS SOLO SEFA199 ADT. TECIDO SOLA PVC EVERLAST PRETO/ROXO 36 REF SEFA199.199A.36,,,,
KEEP_NO_EAN,0126-7909711161747,TENIS SOLO SEFA199 ADT. TECIDO SOLA PVC EVERLAST BRANCO/LILAS 37 REF SEFA199.199B.37,,,,
KEEP_NO_EAN,0126-7909711999807,TENIS STATION 3 SEUA217 ADT. SINTETICO SOLA TR EVERLAST PRETO/BRANCO 36 REF SEUA217.217A.36,,,,
KEEP_NO_EAN,0126-7909711188690,TENIS FORCEKNIT LOW SEFA223 ADT. TECIDO SOLA TR EVERLAST ROSA/BRANCO 35 REF SEFA223.223D.35,,,,
KEEP_NO_EAN,0126-7909711161709,TENIS SOLO SEFA199 ADT. TECIDO SOLA PVC EVERLAST PRETO/ROXO 39 REF SEFA199.199A.39,,,,
KEEP_NO_EAN,0126-7909711188584,TENIS FORCEKNIT LOW SEUA223 ADT.TECIDO SOLA TR EVERLAST PRETO/BRANCO 40 REF SEUA223.223A.40,,,,
KEEP_NO_EAN,0126-7909711161730,TENIS SOLO SEFA199 ADT. TECIDO SOLA PVC EVERLAST BRANCO/LILAS 36 REF SEFA199.199B.36,,,,
KEEP_NO_EAN,0126-7909711188737,TENIS FORCEKNIT LOW SEFA223 ADT. TECIDO SOLA TR EVERLAST ROSA/BRANCO 39 REF SEFA223.223D.39,,,,
KEEP_NO_EAN,0126-7909711188713,TENIS FORCEKNIT LOW SEFA223 ADT. TECIDO SOLA TR EVERLAST ROSA/BRANCO 37 REF SEFA223.223D.37,,,,
KEEP_NO_EAN,0126-7909711188072,TENIS STATION 3 SEUA217 ADT. SINTETICO SOLA TR EVERLAST PRETO/BRANCO 39 REF SEUA217.217A.39,,,,
KEEP_NO_EAN,0126-7909711188058,TENIS STATION 3 SEUA217 ADT. SINTETICO SOLA TR EVERLAST PRETO/BRANCO 37 REF SEUA217.217A.37,,,,
KEEP_NO_EAN,0126-7909711188591,TENIS FORCEKNIT LOW SEUA223 ADT.TECIDO SOLA TR EVERLAST PRETO/BRANCO 41 REF SEUA223.223A.41,,,,
KEEP_NO_EAN,0126-7909711188089,TENIS STATION 3 SEUA217 ADT. SINTETICO SOLA TR EVERLAST PRETO/BRANCO 40 REF SEUA217.217A.40,,,,
KEEP_NO_EAN,0126-7909711161693,TENIS SOLO SEFA199 ADT. TECIDO SOLA PVC EVERLAST PRETO/ROXO 38 REF SEFA199.199A.38,,,,
KEEP_NO_EAN,0126-7909711188614,TENIS FORCEKNIT LOW SEUA223 ADT.TECIDO SOLA TR EVERLAST PRETO/BRANCO 43 REF SEUA223.223A.43,,,,
KEEP_NO_EAN,0126-7909711188577,TENIS FORCEKNIT LOW SEUA223 ADT.TECIDO SOLA TR EVERLAST PRETO/BRANCO 39 REF SEUA223.223A.39,,,,
KEEP_NO_EAN,0126-7909711188560,TENIS FORCEKNIT LOW SEUA223 ADT.TECIDO SOLA TR EVERLAST PRETO/BRANCO 38 REF SEUA223.223A.38,,,,
KEEP_NO_EAN,0126-7909711188065,TENIS STATION 3 SEUA217 ADT. SINTETICO SOLA TR EVERLAST PRETO/BRANCO 38 REF SEUA217.217A.38,,,,
KEEP_NO_EAN,0126-7909711160177,TENIS SOLO SEFA199 ADT. TECIDO SOLA PVC EVERLAST PRETO/ROXO 35 REF SEFA199.199A.35,,,,
KEEP_NO_EAN,0126-7909711188706,TENIS FORCEKNIT LOW SEFA223 ADT. TECIDO SOLA TR EVERLAST ROSA/BRANCO 36 REF SEFA223.223D.36,,,,
KEEP_NO_EAN,0126-7909711161686,TENIS SOLO SEFA199 ADT. TECIDO SOLA PVC EVERLAST PRETO/ROXO 37 REF SEFA199.199A.37,,,,
KEEP_NO_EAN,0126-7909711999814,TENIS STATION 3 SEUA217 ADT. SINTETICO SOLA TR EVERLAST PRETO/BRANCO 35 REF SEUA217.217A.35,,,,
KEEP_NO_EAN,0126-7909711161761,TENIS SOLO SEFA199 ADT. TECIDO SOLA PVC EVERLAST BRANCO/LILAS 39 REF SEFA199.199B.39,,,,
KEEP_UNIQUE_EAN,0126-2995511305820,MEIA ANTIDERRAPANTE COM GRIP - FIBER 0997,2995511305820,,,
KEEP_UNIQUE_EAN,0126-2918069968859,TENIS FLY RECOVERY V4 - FIBER BLACK-V4,2918069968859,,,
KEEP_NO_EAN,0126-2976162519910,SAPATILHA TRAINING - FIBER 0998-V2 38/39,,,,
KEEP_NO_EAN,0126-2902962401117,PROTETOR DE ANTEBRACO - FIBER GRAY UNICO,,,,
KEEP_UNIQUE_EAN,0126-2959960128973,MEIA INFRA INVISIVEL FIBER BLACK,2959960128973,,,
KEEP_NO_EAN,0126-2960819912926,SAPATILHA TRAINING - FIBER 8183-V2 36/37,,,,
KEEP_NO_EAN,0126-2979959033583,SAPATILHA BLOOM INFANTIL - FIBER 0998 30/31,,,,
KEEP_UNIQUE_EAN,0126-2908753521200,TENIS ECHOA RECOVERY - FIBER BLACK,2908753521200,,,
KEEP_UNIQUE_EAN,0126-2951247706942,TENIS BAREFOOT ULTRA - FIBER WHITE,2951247706942,,,
KEEP_UNIQUE_EAN,0126-2962816193315,CHINELO SLIDE ORBIT - FIBER WHITE,2962816193315,,,
KEEP_UNIQUE_EAN,0126-2951613603783,COTOVELEIRA EM MALHA KNIT Z1823 ALLBLACK,2951613603783,,,
KEEP_NO_EAN,0126-2901410490482,SAPATILHA TRAINING - FIBER 0998-V2 34/35,,,,
KEEP_NO_EAN,0126-2966658455204,SAPATILHA TRAINING - FIBER ALLBLUE-V2 42/43,,,,
KEEP_UNIQUE_EAN,0126-2998718462822,MANGUITO EM MALHA KNIT Z1769 ALLBLACK,2998718462822,,,
KEEP_UNIQUE_EAN,0126-2985182477704,TENIS ECHOA RECOVERY - FIBER WHITE,2985182477704,,,
KEEP_UNIQUE_EAN,0126-2995974225000,CANELITO EM MALHA KNIT-FIBER GRAY,2995974225000,,,
KEEP_NO_EAN,0126-2954255154002,SAPATILHA TRAINING - FIBER 0104-V2 44/45/46,,,,
KEEP_NO_EAN,0126-2918585691231,SAPATILHA BLOOM INFANTIL - FIBER 8192 22/23,,,,
KEEP_NO_EAN,0126-2949455959380,SAPATILHA TRAINING - FIBER ALLRED-V2 38/39,,,,
KEEP_NO_EAN,0126-2968497164293,PAD PULSE FIBER CP 40/41/42,,,,
KEEP_NO_EAN,0126-2984361781731,SAPATILHA TRAINING - FIBER ALLBLACK-V2 44/45/46,,,,
KEEP_NO_EAN,0126-2916747567660,SAPATILHA TRAINING - FIBER ALLRED-V2 36/37,,,,
KEEP_NO_EAN,0126-2995477249718,SAPATILHA MULTISPORTS BALANCE FIBER 0104-V2 36/37,,,,
KEEP_NO_EAN,0126-2976679582353,SAPATILHA TRAINING - FIBER 0104-V2 34/35,,,,
KEEP_UNIQUE_EAN,0126-2923607743317,TENIS BAREFOOT ULTRA - FIBER BLACK,2923607743317,,,
KEEP_UNIQUE_EAN,0126-2974701986667,TENIS FIBER ECHOA RECOVERY SLIM - FIBER BLACK,2974701986667,,,
KEEP_UNIQUE_EAN,0126-2996752199681,CHINELO SLIDE ORBIT - FIBER BLACK,2996752199681,,,
KEEP_NO_EAN,0126-2976857153917,SAPATILHA MULTISPORTS BALANCE FIBER 0104-V2 34/35,,,,
KEEP_NO_EAN,0126-2979867959661,SAPATILHA BLOOM INFANTIL - FIBER 0998 22/23,,,,
KEEP_NO_EAN,0126-2952051976200,SAPATILHA TRAINING - FIBER 0896-V2 40/41,,,,
KEEP_NO_EAN,0126-2901399385144,SAPATILHA TRAINING - FIBER ALLRED-V2 34/35,,,,
KEEP_NO_EAN,0126-2911320804231,SAPATILHA BLOOM INFANTIL - FIBER 8192 30/31,,,,
KEEP_NO_EAN,0126-2979263499150,OCTO MAXGRIP - FIBER BLACK UNICO,,,,
KEEP_UNIQUE_EAN,0126-2930949340999,MANGUITO EM MALHA KNIT Z1769 GRAY,2930949340999,,,
KEEP_NO_EAN,0126-2999799897091,SAPATILHA MULTISPORTS BALANCE FIBER 0104-V2 40/41,,,,
KEEP_NO_EAN,0126-2958579917305,PROTETOR DE ANTEBRACO - FIBER BLACK UNICO,,,,
KEEP_NO_EAN,0126-2966335971201,PAD PULSE FIBER CP 36/37/38/39,,,,
KEEP_NO_EAN,0126-2927673458861,SAPATILHA BLOOM INFANTIL - FIBER 0998 18/19,,,,
KEEP_UNIQUE_EAN,0126-2992308110261,CANELITO EM MALHA KNIT-FIBER ALLBLACK,2992308110261,,,
KEEP_NO_EAN,0126-2944290395195,SAPATILHA BLOOM INFANTIL - FIBER 8192 24/25,,,,
KEEP_NO_EAN,0126-2906115122874,SAPATILHA BLOOM INFANTIL - FIBER 0998 24/25,,,,
KEEP_UNIQUE_EAN,0126-2939184064189,TENIS FIBER ECHOA RECOVERY SLIM - FIBER WHITE,2939184064189,,,
KEEP_NO_EAN,0126-2952704355161,SAPATILHA TRAINING - FIBER 0104-V2 36/37,,,,
KEEP_NO_EAN,0126-2991997390091,SAPATILHA TRAINING - FIBER ALLBLUE-V2 40/41,,,,
KEEP_NO_EAN,0126-2944070669317,SAPATILHA TRAINING - FIBER 0896-V2 42/43,,,,
KEEP_NO_EAN,0126-2957391332266,SAPATILHA TRAINING - FIBER 0998-V2 42/43,,,,
KEEP_NO_EAN,0126-2964662396933,SAPATILHA BLOOM INFANTIL - FIBER 8192 32/33,,,,
KEEP_NO_EAN,0126-2934922985283,OCTO MAXGRIP - FIBER CLEAR UNICO,,,,
KEEP_NO_EAN,0126-2914352820798,SAPATILHA BLOOM INFANTIL - FIBER 8192 26/27,,,,
KEEP_UNIQUE_EAN,0126-2989202398406,MEIA INFRA INVISIVEL FIBER WHITE,2989202398406,,,
KEEP_NO_EAN,0126-2949190886002,SAPATILHA TRAINING - FIBER ALLBLUE-V2 36/37,,,,
KEEP_NO_EAN,0126-2928417291065,SAPATILHA BLOOM INFANTIL - FIBER 8192 18/19,,,,
KEEP_NO_EAN,0126-2903855970383,SAPATILHA TRAINING - FIBER ALLBLUE-V2 38/39,,,,
KEEP_NO_EAN,0126-2982980492496,SAPATILHA MULTISPORTS BALANCE FIBER 0104-V2 44/45/46,,,,
KEEP_NO_EAN,0126-2950660435415,SAPATILHA MULTISPORTS BALANCE FIBER 0104-V2 42/43,,,,
KEEP_NO_EAN,0126-2969959360505,SAPATILHA BLOOM INFANTIL - FIBER 8192 28/29,,,,
KEEP_NO_EAN,0126-2929778560425,SAPATILHA TRAINING - FIBER 0998-V2 40/41,,,,
KEEP_UNIQUE_EAN,0126-2908107540055,MEIA ANTIDERRAPANTE COM GRIP - FIBER 0998,2908107540055,,,
KEEP_NO_EAN,0126-2988406543544,PAD PULSE FIBER CP 33/34/35,,,,
KEEP_NO_EAN,0126-2949829597156,SAPATILHA MULTISPORTS BALANCE FIBER ALLBLACK-V2 40/41,,,,
KEEP_UNIQUE_EAN,0126-2920744249863,TENIS FLY RECOVERY V4 - FIBER BW-V4,2920744249863,,,
KEEP_NO_EAN,0126-2944966270825,SAPATILHA TRAINING - FIBER ALLBLACK-V2 36/37,,,,
KEEP_NO_EAN,0126-2944333518611,SAPATILHA TRAINING - FIBER 0896-V2 44/45/46,,,,
KEEP_NO_EAN,0126-2979883514608,SAPATILHA TRAINING - FIBER 8183-V2 40/41,,,,
KEEP_NO_EAN,0126-2933355902065,SAPATILHA TRAINING - FIBER ALLBLACK-V2 40/41,,,,
KEEP_NO_EAN,0126-2914615867669,SAPATILHA BLOOM INFANTIL - FIBER 0998 26/27,,,,
KEEP_NO_EAN,0126-2928852057462,SAPATILHA TRAINING - FIBER ALLRED-V2 40/41,,,,
KEEP_NO_EAN,0126-2967915937648,SAPATILHA MULTISPORTS BALANCE FIBER ALLBLACK-V2 38/39,,,,
KEEP_NO_EAN,0126-2937019225200,SAPATILHA TRAINING - FIBER 0998-V2 36/37,,,,
KEEP_NO_EAN,0126-2959590998946,SAPATILHA BLOOM INFANTIL - FIBER 0998 32/33,,,,
KEEP_NO_EAN,0126-2900410176303,SAPATILHA TRAINING - FIBER 8183-V2 38/39,,,,
KEEP_NO_EAN,0126-2987338176974,SAPATILHA MULTISPORTS BALANCE FIBER 0104-V2 38/39,,,,
KEEP_NO_EAN,0126-2970619637745,SAPATILHA BLOOM INFANTIL - FIBER 0998 28/29,,,,
KEEP_NO_EAN,0126-2928717468495,SAPATILHA TRAINING - FIBER 0896-V2 38/39,,,,
KEEP_UNIQUE_EAN,0126-2947137167283,COTOVELEIRA EM MALHA KNIT Z1823 GRAY,2947137167283,,,
